"number_edges_cminet","number_edges_phy","TP","F_score"
196,196,175,0.892857142857143
196,196,173,0.88265306122449
196,196,173,0.88265306122449
196,196,173,0.88265306122449
196,196,173,0.88265306122449
196,196,172,0.877551020408163
196,196,172,0.877551020408163
196,196,171,0.872448979591837
196,196,171,0.872448979591837
196,196,171,0.872448979591837
196,196,171,0.872448979591837
196,196,171,0.872448979591837
196,196,171,0.872448979591837
196,196,170,0.86734693877551
196,196,170,0.86734693877551
196,196,170,0.86734693877551
196,196,169,0.862244897959184
196,196,169,0.862244897959184
196,196,169,0.862244897959184
196,196,168,0.857142857142857
196,196,168,0.857142857142857
196,196,168,0.857142857142857
196,196,167,0.852040816326531
196,196,167,0.852040816326531
196,196,167,0.852040816326531
196,196,167,0.852040816326531
196,196,167,0.852040816326531
196,196,166,0.846938775510204
196,196,166,0.846938775510204
196,196,166,0.846938775510204
196,196,166,0.846938775510204
196,196,166,0.846938775510204
196,196,165,0.841836734693877
196,196,165,0.841836734693877
196,196,165,0.841836734693877
196,196,165,0.841836734693877
196,196,165,0.841836734693877
196,196,165,0.841836734693877
196,196,164,0.836734693877551
196,196,164,0.836734693877551
196,196,164,0.836734693877551
196,196,164,0.836734693877551
196,196,164,0.836734693877551
196,196,162,0.826530612244898
196,196,161,0.821428571428571
196,196,161,0.821428571428571
196,196,160,0.816326530612245
196,196,159,0.811224489795918
196,196,152,0.775510204081633
196,196,151,0.770408163265306
